country|packed
Brazil|www.redtube.com~2026-08~15,1,0,0,0,0,0,0,0 t.co~2026-05~20,19,14,12,11,0,0,1,1 jp.pornhub.com~2026-08~5,1,0,0,0,0,0,0,0 keitaro.fortunejack.com~2026-08~813,25,1,1,0,0,0,0,0 srt.bitcoin.com~2026-05~9,2,1,1,0,0,0,1,0 www.itsrealamateurs.com~2026-08~3,0,0,0,0,0,0,0,0 instagram.com~2026-08~53,30,17,5,1,0,0,1,1 fortunejack.com~2026-05~276,67,33,29,12,0,0,7,4 t.co~2026-08~9,5,2,2,1,0,0,1,0 fr.pornhub.com~2026-08~29,3,0,0,0,0,0,0,0 www.tube8.fr~2026-08~5,2,0,0,0,0,0,0,0 cz.pornhub.com~2026-08~8,2,0,0,0,0,0,0,0 $direct~2026-08~3296,336,12,7,3,0,0,1,1 www.redtube.com.br~2026-07~57,24,0,0,0,0,0,0,0 m.facebook.com~2026-07~59,30,23,9,1,0,0,1,0 br.youporn.com~2026-08~196,40,0,0,0,0,0,0,0 storage.googleapis.com~2026-08~66,32,0,0,0,0,0,0,0 track.adform.net~2026-08~5,2,0,0,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-07~5,3,3,2,0,0,0,0,0 www.tube8.com~2026-07~4,2,0,0,0,0,0,0,0 www.pornhub.com~2026-08~238,77,0,0,0,0,0,0,0 m.facebook.com~2026-08~32,17,6,2,0,0,0,0,0 www.betburger.com~2026-05~3,1,1,1,1,0,0,1,1 rt.pornhub.com~2026-08~18,4,0,0,0,0,0,0,0 es.youporn.com~2026-08~3,2,0,0,0,0,0,0,0 www.pornhub.com~2026-07~37,25,0,0,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-06~8,1,0,0,0,0,0,0,0 url7982.transactions.fortunejack.com~2026-08~4,0,0,0,0,0,0,0,0 t.co~2026-06~7,5,3,3,1,0,0,0,0 klrtspet.net~2026-08~196,2,0,0,0,0,0,0,0 l.facebook.com~2026-07~32,14,5,2,0,0,0,1,0 srt.bitcoin.com~2026-08~5,1,1,1,1,0,0,0,0 de.pornhub.org~2026-08~10,1,0,0,0,0,0,0,0 cn.pornhub.com~2026-08~5,1,0,0,0,0,0,0,0 t.co~2026-07~4,2,1,1,1,0,0,0,0 rt.pornhub.org~2026-08~3,1,0,0,0,0,0,0,0 l.facebook.com~2026-06~14,1,1,1,0,0,0,0,0 www.google.com~2026-06~83,14,10,6,3,1,0,3,3 $direct~2026-05~618,84,13,10,3,0,0,2,2 fr.pornhub.com~2026-07~3,2,0,0,0,0,0,0,0 www.tube8.com~2026-08~22,5,0,0,0,0,0,0,0 it.pornhub.com~2026-08~16,6,0,0,0,0,0,0,0 es.pornhub.com~2026-07~40,19,1,1,0,1,0,0,0 $direct~2026-06~499,40,25,16,8,0,0,5,4 www.google.com~2026-05~144,50,15,12,2,1,0,2,1 fortunejack.com~2026-06~597,173,133,96,61,4,1,30,26 fortunejack.com~2026-09~1072,74,10,6,3,1,1,2,0 com.google.android.gm~2026-05~67,10,2,1,0,0,0,0,0 bitcoinchaser.com~2026-05~3,3,1,0,0,0,0,0,0 freedemo.games~2026-08~6,5,1,1,0,0,0,0,0 pl.redtube.com~2026-08~3,1,0,0,0,0,0,0,0 de.pornhub.com~2026-08~15,1,0,0,0,0,0,0,0 nl.pornhub.com~2026-08~12,4,0,0,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-08~9,5,2,1,0,0,0,0,0 br.youporn.com~2026-07~17,8,0,0,0,0,0,0,0 www.google.com~2026-08~101,18,8,5,1,0,0,0,0 rt.pornhub.com~2026-07~4,4,0,0,0,0,0,0,0 pt.3hentai.net~2026-07~29,0,0,0,0,0,0,0,0 srt.bitcoin.com~2026-07~3,0,0,0,0,0,0,0,0 www.google.com~2026-07~111,24,19,14,4,1,1,1,0 es.redtube.com~2026-08~4,0,0,0,0,0,0,0,0 pt.pornhub.com~2026-07~3246,1886,2,0,0,0,0,0,0 instagram.com~2026-07~92,45,32,17,1,1,1,3,0 url7982.transactions.fortunejack.com~2026-07~3,0,0,0,0,0,0,0,0 srt.bitcoin.com~2026-06~3,1,1,1,0,0,0,0,0 fortunejack.com~2026-08~2006364,87360,293,186,61,16,14,43,15 fbsquadx.com~2026-07~48,0,0,0,0,0,0,0,0 fr.pornhub.org~2026-08~5,1,0,0,0,0,0,0,0 m.facebook.com~2026-06~39,8,3,0,0,0,0,0,0 chatgpt.com~2026-05~10,4,3,1,1,0,0,0,0 lremsteo.net~2026-08~78,1,0,0,0,0,0,0,0 l.facebook.com~2026-08~63,28,5,2,1,0,0,0,0 klrtspet.net~2026-07~44,1,0,0,0,0,0,0,0 $direct~2026-09~50,2,2,1,0,0,0,0,0 es.pornhub.com~2026-08~256,75,1,1,0,0,0,0,0 www.redtube.com.br~2026-08~1004,153,0,0,0,0,0,0,0 alohafind.com~2026-08~3,1,0,0,0,0,0,0,0 $direct~2026-07~3746,168,40,31,23,4,2,5,3 com.google.android.gm~2026-08~18,1,1,0,0,0,0,0,0 com.google.android.gm~2026-09~3,0,0,0,0,0,0,0,0 instagram.com~2026-06~23,7,7,4,0,1,0,1,0 fr.youporn.com~2026-08~3,0,0,0,0,0,0,0,0 www.google.com~2026-09~13,1,1,1,1,0,0,1,0 fortunejack.com~2026-07~346803,14945,243,170,98,25,19,17,10 com.google.android.gm~2026-06~63,2,1,1,0,0,0,0,0 www.instagram.com~2026-05~3,0,0,0,0,0,0,0,0 pt.pornhub.com~2026-08~14834,4039,5,3,1,0,0,0,0 betsafy.com.br~2026-08~3,0,0,0,0,0,0,0,0 com.google.android.gm~2026-07~36,0,0,0,0,0,0,0,0
Brunei|fortunejack.com~2026-07~10,10,9,8,8,0,0,0,0 $direct~2026-07~4,3,3,3,3,0,0,0,0 $direct~2026-08~3,0,0,0,0,0,0,0,0 m.facebook.com~2026-06~3,1,1,1,0,0,0,0,0 fortunejack.com~2026-08~3,3,3,2,0,0,0,0,0
Bulgaria|bonuscasinofinder.com~2026-05~8,1,1,1,0,0,0,0,0 fortunejack.com~2026-07~116,42,29,21,9,1,0,3,0 bulgaria-bonusesfinder.com~2026-05~12,6,2,1,0,0,0,0,0 $direct~2026-06~34,3,2,1,1,0,0,1,1 $direct~2026-07~23,4,4,2,0,0,0,1,0 $direct~2026-05~34,7,1,0,0,0,0,0,0 $direct~2026-08~17,4,2,1,1,0,0,0,0 fortunejack.com~2026-09~9,2,1,0,0,0,0,0,0 fortunejack.com~2026-08~111,19,11,6,1,1,0,1,0 bonuscasinofinder.com~2026-06~4,3,3,0,0,0,0,0,0 rt.pornhub.org~2026-07~3,0,0,0,0,0,0,0,0 instagram.com~2026-07~3,2,1,1,0,0,0,1,0 fortunejack.com~2026-05~30,13,6,3,0,0,0,0,0 m.facebook.com~2026-08~3,0,0,0,0,0,0,0,0 bulgaria-bonusesfinder.com~2026-06~13,7,6,2,0,0,0,0,0 $direct~2026-09~3,0,0,0,0,0,0,0,0 com.google.android.gm~2026-05~3,0,0,0,0,0,0,0,0 m.facebook.com~2026-07~14,5,4,3,0,0,0,0,0 l.facebook.com~2026-07~9,2,1,0,0,0,0,0,0 www.google.com~2026-05~4,3,1,1,0,0,0,0,0 fortunejack.com~2026-06~70,23,14,7,1,1,0,0,0 rt.pornhub.org~2026-08~3,0,0,0,0,0,0,0,0 m.facebook.com~2026-05~3,2,1,1,0,1,0,1,0 rt.pornhub.com~2026-07~3,0,0,0,0,0,0,0,0 l.facebook.com~2026-08~11,0,0,0,0,0,0,0,0
Burkina Faso|fortunejack.com~2026-07~12,3,3,1,0,0,0,0,0 $direct~2026-07~9,3,2,0,0,0,0,0,0 m.facebook.com~2026-06~3,0,0,0,0,0,0,0,0
Cabo Verde|fortunejack.com~2026-06~3,3,3,3,0,1,0,1,0 fortunejack.com~2026-08~3,1,1,1,0,1,0,0,0
Cambodia|fortunejack.com~2026-08~9,2,0,0,0,0,0,0,0 fortunejack.com~2026-06~5,2,1,1,0,0,0,0,0 fortunejack.com~2026-07~51,7,0,0,0,0,0,0,0
Cameroon|fortunejack.com~2026-06~5,1,1,0,0,0,0,0,0 $direct~2026-05~11,0,0,0,0,0,0,0,0 fortunejack.com~2026-07~16,2,2,1,0,0,0,1,0 fortunejack.com~2026-08~6,1,1,1,0,0,0,0,0 $direct~2026-07~11,2,2,1,0,0,0,0,0 fortunejack.com~2026-05~4,1,1,0,0,0,0,0,0
Canada|nl.erome.com~2026-06~10,0,0,0,0,0,0,0,0 chatgpt.com~2026-05~3,1,1,1,0,0,0,0,0 www.coincarp.com~2026-05~3,1,0,0,0,0,0,0,0 $direct~2026-05~524,205,45,24,13,1,0,2,2 st.kinopous.top~2026-08~24,8,0,0,0,0,0,0,0 $direct~2026-06~800,61,29,13,7,0,0,5,5 $direct~2026-07~3336,55,10,3,3,0,0,3,3 fr.redtube.com~2026-07~3,2,0,0,0,0,0,0,0 hu.erome.com~2026-06~5,0,0,0,0,0,0,0,0 $direct~2026-08~439,55,21,8,3,0,0,2,1 com.google.android.gm~2026-07~35,1,0,0,0,0,0,0,0 dappgambl.com~2026-08~4,3,1,0,0,0,0,0,0 casinolandia.com~2026-05~3,3,0,0,0,0,0,0,0 www.oolveris.com~2026-06~3,0,0,0,0,0,0,0,0 keitaro.fortunejack.com~2026-06~13,1,1,0,0,0,0,0,0 instagram.com~2026-07~34,4,2,2,0,0,0,1,0 ru.erome.com~2026-06~4,0,0,0,0,0,0,0,0 www.google.com~2026-08~31,3,1,1,1,0,0,1,1 fr.pornhub.com~2026-08~19,7,0,0,0,0,0,0,0 search.brave.com~2026-05~4,3,2,0,0,0,0,0,0 chipy.com~2026-05~24,18,9,5,0,0,0,0,0 m.facebook.com~2026-07~324,4,2,0,0,0,0,0,0 hottopcasino.com~2026-05~7,6,3,2,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-08~25,4,1,1,0,0,0,0,0 go.canadacasino.ca~2026-05~8,8,3,2,0,0,0,0,0 zieweh.com~2026-06~11,3,0,0,0,0,0,0,0 com.google.android.gm~2026-06~65,5,2,1,0,0,0,0,0 www.xnxx.com~2026-07~9,1,0,0,0,0,0,0,0 rt.pornhub.com~2026-08~3,3,0,0,0,0,0,0,0 www.askgamblers.com~2026-06~5,3,3,2,0,0,0,0,0 url8039.fortunejack.com~2026-06~16,1,0,0,0,0,0,0,0 url7982.transactions.fortunejack.com~2026-07~4,0,0,0,0,0,0,0,0 fortunejack.com~2026-09~124,13,7,5,2,0,0,1,0 hottopcasino.com~2026-08~7,6,6,1,0,0,0,0,0 www.redtube.com~2026-07~9,2,0,0,0,0,0,0,0 coincodex.com~2026-06~17,2,1,1,0,0,0,0,0 fortunejack.com~2026-05~605,229,128,88,57,7,2,6,4 bojoko.ca~2026-06~3,2,2,2,1,1,1,0,0 t.co~2026-06~13,8,5,1,0,0,0,1,0 new.touchcric.com~2026-07~1224,0,0,0,0,0,0,0,0 api.taboola.com~2026-07~17,0,0,0,0,0,0,0,0 keitaro.fortunejack.com~2026-07~9,1,1,0,0,0,0,0,0 www.xvideos.com~2026-07~19,1,0,0,0,0,0,0,0 nostrabet.com~2026-06~6,3,0,0,0,0,0,0,0 bitcoinchaser.com~2026-06~3,0,0,0,0,0,0,0,0 cryptoslate.com~2026-05~5,5,0,0,0,0,0,0,0 facebook.com~2026-06~32,1,0,0,0,0,0,0,0 trc.taboola.com~2026-06~49,0,0,0,0,0,0,0,0 www.youporn.com~2026-07~5,2,0,0,0,0,0,0,0 instagram.com~2026-08~42,12,4,1,0,0,0,1,0 url7982.transactions.fortunejack.com~2026-06~4,0,0,0,0,0,0,0,0 fortunejack.com~2026-08~130607,6531,200,98,29,8,3,21,14 www.fucker.com~2026-06~77,0,0,0,0,0,0,0,0 indianexpress.com~2026-07~5,0,0,0,0,0,0,0,0 $direct~2026-09~28,2,1,0,0,0,0,0,0 fortunejack.com~2026-07~170909,6441,208,131,56,12,3,41,31 chipy.com~2026-06~6,4,3,0,0,0,0,0,0 m.sohu.com~2026-06~4,0,0,0,0,0,0,0,0 es.erome.com~2026-06~34,0,0,0,0,0,0,0,0 instagram.com~2026-06~144,14,8,2,0,0,0,1,0 osacea.com~2026-06~17,1,0,0,0,0,0,0,0 st.kinopous.top~2026-07~15,3,0,0,0,0,0,0,0 www.independent.co.uk~2026-07~4,0,0,0,0,0,0,0,0 www.kamababax.com~2026-06~4,0,0,0,0,0,0,0,0 bojoko.ca~2026-05~22,22,4,0,0,0,0,0,0 se.erome.com~2026-06~5,0,0,0,0,0,0,0,0 www.bigtitslust.com~2026-06~8,0,0,0,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-05~14,2,1,0,0,0,0,0,0 www.hesgay.com~2026-06~4,0,0,0,0,0,0,0,0 www.protipster.com~2026-05~3,0,0,0,0,0,0,0,0 www.sortporn.com~2026-06~6,0,0,0,0,0,0,0,0 go1.3mre.work~2026-07~3,1,0,0,0,0,0,0,0 m.facebook.com~2026-08~115,31,14,6,0,0,0,3,0 www.lesbian8.com~2026-06~5,0,0,0,0,0,0,0,0 casino.zone~2026-05~6,2,0,0,0,0,0,0,0 www.youporn.com~2026-08~15,8,0,0,0,0,0,0,0 m.facebook.com~2026-06~493,20,7,6,0,1,0,0,0 www.google.com~2026-05~106,29,9,4,1,0,0,1,1 es.pornhub.com~2026-07~9,1,0,0,0,0,0,0,0 www.bing.com~2026-05~37,2,0,0,0,0,0,0,0 www.erome.com~2026-06~2040,0,0,0,0,0,0,0,0 l.facebook.com~2026-05~1302,14,8,3,0,0,0,0,0 camstreams.tv~2026-06~17,0,0,0,0,0,0,0,0 faperoni.com~2026-06~6,0,0,0,0,0,0,0,0 cz.erome.com~2026-06~3,0,0,0,0,0,0,0,0 go1.trakit27.com~2026-07~6,0,0,0,0,0,0,0,0 instagram.com~2026-05~38,7,3,1,0,0,0,0,0 fr.erome.com~2026-06~15,0,0,0,0,0,0,0,0 keitaro.fortunejack.com~2026-05~25,0,0,0,0,0,0,0,0 www.freeextrachips.com~2026-05~4,4,4,0,0,0,0,0,0 t.co~2026-07~21,14,10,1,0,0,0,1,0 fr.fapcat.com~2026-06~5,0,0,0,0,0,0,0,0 www.fapcat.com~2026-06~47,0,0,0,0,0,0,0,0 www.google.com~2026-09~6,1,1,1,0,0,0,0,0 keitaro.fortunejack.com~2026-08~20,3,1,1,0,0,0,0,0 www.freeextrachips.com~2026-06~5,5,5,1,0,0,0,0,0 bitcoinchaser.com~2026-05~8,7,2,0,0,0,0,0,0 cn.pornhub.com~2026-08~4,2,0,0,0,0,0,0,0 url8039.fortunejack.com~2026-08~8,0,0,0,0,0,0,0,0 api.taboola.com~2026-06~8,0,0,0,0,0,0,0,0 fortunejack.com~2026-06~13764,682,209,87,22,11,1,21,17 t.co~2026-08~10,4,2,0,0,0,0,0,0 com.google.android.gm~2026-05~58,6,1,1,0,0,0,0,0 ms.buffstream.io~2026-07~13,0,0,0,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-06~120,3,2,0,0,0,0,0,0 www.protipster.com~2026-06~5,3,0,0,0,0,0,0,0 www.askgamblers.com~2026-08~3,1,0,0,0,0,0,0,0 facebook.com~2026-05~3,0,0,0,0,0,0,0,0 www.google.com~2026-07~34,2,2,1,1,0,0,0,0 www.pornhub.com~2026-08~204,74,0,0,0,0,0,0,0 casino.guru~2026-08~3,2,1,1,1,0,0,0,0 www.google.com~2026-06~59,12,6,5,0,0,0,0,0 www.yahoo.com~2026-06~3,0,0,0,0,0,0,0,0 pt.erome.com~2026-06~8,0,0,0,0,0,0,0,0 www.allhockey365.com~2026-08~8,8,0,0,0,0,0,0,0 go1.trakit33.com~2026-08~66,26,0,0,0,0,0,0,0 trc.taboola.com~2026-07~46,5,2,0,0,0,0,0,0 www.redtube.com~2026-08~6,2,0,0,0,0,0,0,0 www.definebabe.com~2026-06~11,0,0,0,0,0,0,0,0 url8039.fortunejack.com~2026-05~7,0,0,0,0,0,0,0,0 casinocanada.com~2026-05~15,14,4,3,0,0,0,0,0 www.fortunejack.com~2026-06~3,0,0,0,0,0,0,0,0 fr.pornhub.com~2026-07~30,9,0,0,0,0,0,0,0 l.facebook.com~2026-08~979,324,8,3,0,0,0,1,0 klrtspet.net~2026-07~12,0,0,0,0,0,0,0,0 www.askgamblers.com~2026-05~4,3,1,1,0,0,0,0,0 dappgambl.com~2026-07~4,3,3,1,0,0,0,0,0 t.co~2026-05~13,4,1,1,0,0,0,0,0 com.google.android.gm~2026-08~9,0,0,0,0,0,0,0,0 www.maturetubehere.com~2026-06~3,0,0,0,0,0,0,0,0 www.fortunejack.com~2026-05~3,0,0,0,0,0,0,0,0 url8039.fortunejack.com~2026-07~12,0,0,0,0,0,0,0,0 m.facebook.com~2026-05~67,16,12,3,0,0,0,1,0 www.pornhub.com~2026-07~312,122,1,0,0,0,0,0,0 www.amateur8.com~2026-06~8,0,0,0,0,0,0,0,0 go1.3mre.work~2026-06~1225,9,0,0,0,0,0,0,0 l.facebook.com~2026-06~1499,30,17,11,0,0,0,3,0 www.megatube.xxx~2026-06~12,0,0,0,0,0,0,0,0 www.gay4porn.com~2026-06~17,0,0,0,0,0,0,0,0 casino.guru~2026-07~3,1,1,1,1,0,0,1,1 www.xvideos.com~2026-08~42,4,0,0,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-07~54,1,0,0,0,0,0,0,0 coincodex.com~2026-05~5,5,2,1,0,0,0,0,0 www.xnxx.com~2026-08~21,3,0,0,0,0,0,0,0 klrtspet.net~2026-08~13,2,0,0,0,0,0,0,0 www.freeporn8.com~2026-06~8,0,0,0,0,0,0,0,0 l.facebook.com~2026-07~960,17,5,3,0,0,0,1,0 www.milffox.com~2026-06~8,0,0,0,0,0,0,0,0
Chad|fortunejack.com~2026-06~3,1,0,0,0,0,0,0,0
Chile|com.google.android.gm~2026-07~15,1,0,0,0,0,0,0,0 www.google.com~2026-06~14,2,1,1,0,0,0,0,0 fortunejack.com~2026-07~161,63,42,25,13,1,0,10,6 www.google.com~2026-05~24,9,4,2,0,0,0,0,0 l.facebook.com~2026-05~12,4,4,1,0,0,0,1,0 t.co~2026-07~6,3,2,1,0,0,0,0,0 instagram.com~2026-08~11,3,2,1,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-05~19,8,5,3,0,1,0,1,0 m.facebook.com~2026-07~68,19,10,7,0,0,0,2,0 com.google.android.gm~2026-05~29,5,3,2,0,0,0,0,0 www.instagram.com~2026-05~3,0,0,0,0,0,0,0,0 keitaro.fortunejack.com~2026-05~5,2,1,0,0,0,0,0,0 instagram.com~2026-07~59,17,13,7,0,0,0,2,0 fortunejack.com~2026-08~133,44,31,22,14,0,0,11,10 m.facebook.com~2026-06~225,34,18,10,0,0,0,1,0 $direct~2026-07~35,11,7,6,5,0,0,3,3 l.facebook.com~2026-08~12,2,0,0,0,0,0,0,0 $direct~2026-06~66,23,18,5,2,0,0,1,1 fortunejack.com~2026-06~240,118,103,86,64,0,0,67,60 l.instagram.com~2026-05~3,3,2,2,2,0,0,2,2 com.google.android.gm~2026-08~29,24,24,2,0,0,0,0,0 $direct~2026-09~5,0,0,0,0,0,0,0,0 www.google.com~2026-08~6,0,0,0,0,0,0,0,0 www.google.com~2026-07~8,4,3,2,0,0,0,0,0 fortunejack.com~2026-05~70,22,13,6,0,0,0,2,0 keitaro.fortunejack.com~2026-07~4,2,0,0,0,0,0,0,0 fortunejack.com~2026-09~6,1,1,1,1,0,0,1,1 instagram.com~2026-05~73,33,27,10,1,0,0,3,1 $direct~2026-05~64,18,12,6,0,0,0,1,0 m.facebook.com~2026-05~65,22,13,8,0,0,0,2,0 l.facebook.com~2026-06~238,6,3,2,0,0,0,0,0 keitaro.fortunejack.com~2026-06~9,2,1,1,0,0,0,0,0 m.facebook.com~2026-08~17,9,4,2,0,0,0,0,0 instagram.com~2026-06~157,38,26,14,0,1,0,2,0 www.askgamblers.com~2026-07~7,7,6,3,0,0,0,0,0 l.facebook.com~2026-07~138,7,1,1,0,0,0,1,0 tracker-pm2.fortunejackpartners.com~2026-08~3,0,0,0,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-07~5,1,0,0,0,0,0,0,0 $direct~2026-08~44,15,14,7,7,0,0,5,5 com.google.android.gm~2026-06~29,1,0,0,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-06~39,5,3,0,0,0,0,0,0
China|fortunejack.com~2026-08~3,0,0,0,0,0,0,0,0 $direct~2026-05~4,0,0,0,0,0,0,0,0 $direct~2026-06~4,0,0,0,0,0,0,0,0
Colombia|$direct~2026-06~7,1,0,0,0,0,0,0,0 bet.smartbettingguide.com~2026-06~3,3,1,1,1,0,0,1,1 www.google.com~2026-07~7,2,0,0,0,0,0,0,0 bet.smartbettingguide.com~2026-08~3,2,2,2,2,0,0,2,2 m.facebook.com~2026-08~16,10,0,0,0,0,0,0,0 www.google.com~2026-08~3,1,0,0,0,0,0,0,0 l.facebook.com~2026-06~3,1,0,0,0,0,0,0,0 l.facebook.com~2026-07~11,6,0,0,0,0,0,0,0 l.facebook.com~2026-08~21,8,0,0,0,0,0,0,0 fortunejack.com~2026-07~67,20,6,3,3,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-08~4,3,0,0,0,0,0,0,0 m.facebook.com~2026-06~8,4,0,0,0,0,0,0,0 bet.smartbettingguide.com~2026-05~4,3,1,1,1,0,0,1,1 www.google.com~2026-06~6,1,0,0,0,0,0,0,0 fortunejack.com~2026-06~25,6,4,4,3,0,0,2,1 t.co~2026-06~3,1,0,0,0,0,0,0,0 fortunejack.com~2026-08~51,12,2,0,0,0,0,0,0 fortunejack.com~2026-05~11,2,0,0,0,0,0,0,0 $direct~2026-05~8,0,0,0,0,0,0,0,0 m.facebook.com~2026-07~31,22,0,0,0,0,0,0,0 $direct~2026-07~7,3,1,0,0,0,0,0,0 www.google.com~2026-05~5,2,0,0,0,0,0,0,0
Congo (DRC)|fortunejack.com~2026-07~5,1,1,1,0,0,0,0,0 fortunejack.com~2026-05~3,1,1,0,0,0,0,0,0 $direct~2026-05~3,0,0,0,0,0,0,0,0 fortunejack.com~2026-06~4,3,3,1,0,0,0,0,0 m.facebook.com~2026-06~5,0,0,0,0,0,0,0,0 www.google.com~2026-05~4,4,3,2,0,0,0,1,0 fortunejack.com~2026-08~4,3,2,1,0,0,0,0,0
Congo Republic|fortunejack.com~2026-06~3,1,1,1,0,0,0,0,0 m.facebook.com~2026-06~3,3,2,2,0,0,0,0,0
Costa Rica|$direct~2026-08~12,1,0,0,0,0,0,0,0 fortunejack.com~2026-06~17,5,1,1,1,0,0,0,0 fortunejack.com~2026-08~8,2,0,0,0,0,0,0,0 $direct~2026-05~5,2,0,0,0,0,0,0,0 fortunejack.com~2026-05~6,5,1,0,0,0,0,0,0 $direct~2026-06~4,0,0,0,0,0,0,0,0 fortunejack.com~2026-07~11,3,0,0,0,0,0,0,0
Croatia|croatia-bonusesfinder.com~2026-06~6,3,2,1,0,0,0,0,0 $direct~2026-07~34,4,3,1,1,0,0,1,1 $direct~2026-06~55,7,1,0,0,0,0,0,0 m.facebook.com~2026-07~19,3,1,1,0,0,0,1,0 l.facebook.com~2026-06~41,2,1,0,0,0,0,0,0 m.facebook.com~2026-06~32,13,7,4,0,0,0,0,0 $direct~2026-05~39,8,4,1,0,0,0,0,0 com.google.android.gm~2026-05~12,1,1,0,0,0,0,0,0 instagram.com~2026-05~12,5,5,2,0,0,0,0,0 www.google.com~2026-05~22,3,1,0,0,0,0,0,0 instagram.com~2026-06~15,3,3,2,0,0,0,1,0 fortunejack.com~2026-08~61,10,6,5,2,2,2,0,0 com.google.android.gm~2026-07~6,2,0,0,0,0,0,0,0 croatia-bonusesfinder.com~2026-07~3,0,0,0,0,0,0,0,0 m.facebook.com~2026-05~7,1,1,1,0,0,0,1,0 www.google.com~2026-06~11,3,2,2,0,0,0,0,0 www.google.com~2026-07~4,1,1,0,0,0,0,0,0 fortunejack.com~2026-05~48,12,3,1,0,0,0,0,0 l.facebook.com~2026-07~35,2,0,0,0,0,0,0,0 fortunejack.com~2026-06~125,40,26,11,3,1,0,2,1 $direct~2026-08~16,0,0,0,0,0,0,0,0 fortunejack.com~2026-09~7,1,1,1,1,0,0,0,0 croatia-bonusesfinder.com~2026-05~23,16,9,3,0,0,0,1,0 fortunejack.com~2026-07~156,48,36,18,2,2,1,2,0 tracker-pm2.fortunejackpartners.com~2026-07~3,0,0,0,0,0,0,0,0 instagram.com~2026-07~10,2,1,1,0,0,0,0,0 com.google.android.gm~2026-06~11,0,0,0,0,0,0,0,0 $direct~2026-09~8,0,0,0,0,0,0,0,0
Curaçao|fortunejack.com~2026-08~9,8,1,1,0,0,0,1,0 fortunejack.com~2026-07~13,10,1,1,0,0,0,0,0 fortunejack.com~2026-06~4,0,0,0,0,0,0,0,0
Cyprus|fortunejack.com~2026-06~20,2,0,0,0,0,0,0,0 $direct~2026-05~17,9,1,0,0,0,0,0,0 l.facebook.com~2026-07~9,0,0,0,0,0,0,0,0 fortunejack.com~2026-08~50,13,6,5,2,2,0,2,2 $direct~2026-06~16,2,0,0,0,0,0,0,0 fortunejack.com~2026-05~14,4,2,2,0,1,0,0,0 www.google.com~2026-08~3,1,0,0,0,0,0,0,0 $direct~2026-07~6,0,0,0,0,0,0,0,0 l.facebook.com~2026-08~3,0,0,0,0,0,0,0,0 $direct~2026-08~8,3,2,2,1,0,0,1,1 www.google.com~2026-06~4,0,0,0,0,0,0,0,0 www.google.com~2026-05~14,1,0,0,0,0,0,0,0 fortunejack.com~2026-09~4,0,0,0,0,0,0,0,0 fortunejack.com~2026-07~38,10,5,3,1,2,1,0,0
