btag|packed
105400053_494716|06-16~88,1 05-28~34,1 08-16~2,0 06-06~294,3 07-15~12,2 2026-06~2832,43 06-09~85,5 05-23~52,0 08-05~20,0 06-29~21,0 06-17~58,0 06-22~11,0 05-24~43,0 06-05~214,1 06-13~238,1 05-27~58,8 06-02~113,2 06-24~9,0 08-29~6,0 05-18~83,5 06-18~19,0 08-04~10,1 all~5749,90 08-28~21,0 06-08~78,3 08-24~17,0 2026-09M~6,0 06-14~243,4 08-08~1,0 05-16~476,10 05-17~404,2 08-23~17,0 07-19~26,0 06-01~44,2 06-03~24,0 09-02~4,0 08-22~20,0 2026-07~607,9 07-08~161,3 06-10~172,2 07-03~12,0 06-23~8,0 06-20~201,3 05-25~14,0 08-21~57,0 08-09~11,0 06-25~107,0 08-27~2,0 07-07~8,0 05-15~11,0 07-05~2,0 06-19~75,0 07-01~12,0 08-30~15,0 07-22~216,1 05-22~259,7 08-15~3,0 05-31~52,1 08-06~47,0 07-04~6,0 06-21~16,0 07-14~34,0 07-06~5,0 05-19~237,2 07-23~26,1 2026-05~1947,36 08-17~2,0 07-17~45,0 08-14~3,0 06-26~35,2 05-30~165,0 2026-07M~12,0 09-01~2,0 08-19~6,0 07-12~12,0 06-12~121,4 08-25~3,0 05-14~19,0 05-29~32,0 05-20~8,0 06-15~223,3 2026-08~357,2 06-07~176,2 2026-09~6,0 06-04~7,0 06-11~152,5 07-09~30,2 08-07~51,1 2026-06M~157,4 08-20~43,0
105400053_495159|08-06~63,1 07-24~102,1 05-22~490,5 05-28~126,2 2026-09M~112,1 05-30~488,3 07-29~313,16 08-22~60,0 06-05~212,4 08-28~54,2 07-02~344,1 2026-08~3592,81 06-26~320,3 06-21~236,3 06-28~210,2 07-30~128,4 05-13~360,8 2026-09~112,1 08-11~118,2 06-19~479,5 07-01~337,0 09-02~46,1 06-06~96,3 06-11~526,4 07-09~185,4 all~36715,466 08-12~248,1 2026-08M~577,15 06-03~606,2 08-07~99,0 2026-06~12994,121 08-26~64,0 05-16~218,6 05-12~290,3 07-17~85,0 07-06~244,2 07-14~238,4 05-03~895,9 06-15~740,4 2026-07M~681,1 08-05~84,1 07-25~150,2 06-20~193,1 07-20~439,3 05-06~1242,19 08-25~146,4 05-27~84,0 08-29~54,0 08-13~145,2 07-26~107,0 06-27~320,1 07-04~238,5 06-23~508,5 08-14~188,3 07-31~160,17 06-29~242,0 05-21~470,10 05-23~415,8 06-18~495,3 08-01~533,13 05-29~310,4 06-24~901,8 07-22~45,1 05-18~305,0 08-16~171,4 07-07~215,4 08-02~44,2 06-08~106,0 07-10~92,0 08-31~34,1 05-08~900,20 08-09~85,1 05-11~248,4 07-28~135,1 06-30~664,6 07-19~192,4 06-01~563,5 06-02~881,1 08-23~72,1 05-25~114,0 05-10~720,7 05-05~980,7 05-07~495,3 07-23~136,2 05-02~699,6 08-17~80,0 2026-06M~1444,6 06-25~149,3 08-21~53,8 05-26~32,0 07-27~181,1 08-27~82,5 08-15~45,0 09-01~66,0 08-19~60,0 08-30~59,1 06-16~451,0 08-24~73,0 05-19~259,4 07-05~133,0 06-12~492,13 07-08~237,1 06-10~324,9 05-09~515,1 06-14~574,19 07-03~200,3 06-13~367,4 05-14~199,2 06-04~645,4 08-18~110,9 07-18~104,5 07-21~209,6 07-13~409,2 07-16~107,1 08-04~106,5 05-15~234,1 08-03~226,0 2026-07~5879,93 07-15~113,0 05-04~662,2 06-07~156,1 05-17~174,0 07-12~82,0 07-11~219,3 06-09~491,3 06-17~500,2 05-31~1026,28 08-08~202,12 08-20~46,1 05-01~473,6 2026-05~14138,170 05-20~524,1 2026-05M~1172,12 05-24~191,1 06-22~547,3 08-10~188,2
105400053_495906|08-14~857,45 06-10~831,21 07-08~595,4 06-25~555,26 05-20~367,2 05-15~674,12 08-15~232,2 05-21~353,9 05-24~836,14 08-26~727,66 08-16~262,5 06-09~537,27 07-11~242,5 07-12~470,9 06-01~474,11 2026-05M~704,8 07-19~213,6 05-07~163,1 05-17~622,5 all~65506,1939 08-10~519,23 05-05~194,3 06-26~835,48 05-18~574,9 06-13~581,10 2026-06M~891,30 08-11~202,9 07-17~812,31 06-30~1163,19 07-28~435,6 05-04~801,3 06-21~375,11 06-07~934,8 07-15~702,33 06-15~339,3 07-23~319,34 06-04~331,11 08-27~559,18 08-29~566,22 07-09~1029,9 06-11~870,18 08-30~672,37 05-30~464,20 08-21~745,13 08-07~532,46 08-23~72,3 07-21~119,7 05-31~495,14 2026-07M~1271,35 05-10~325,10 05-23~673,9 06-22~371,10 07-10~242,9 06-08~991,9 07-03~372,10 07-07~455,5 06-20~546,12 05-19~292,5 05-29~534,16 05-11~327,3 2026-07~15111,558 08-01~551,34 09-02~419,0 08-17~879,12 2026-06~18765,468 07-20~521,13 05-16~384,5 08-09~288,8 07-18~363,21 2026-05~15605,256 06-03~518,10 05-06~365,11 08-02~400,13 08-18~188,2 07-13~433,14 05-22~1254,22 06-06~1044,14 05-14~846,19 08-31~607,5 06-16~573,35 08-04~706,69 07-24~420,29 07-04~716,7 05-08~438,3 07-26~156,11 08-22~400,22 07-22~69,4 2026-08~14995,652 2026-09M~1030,5 07-14~192,8 08-13~327,14 08-05~770,31 07-01~693,19 06-19~823,17 05-02~449,7 08-08~364,4 05-01~255,1 05-12~233,7 08-25~465,30 08-19~628,37 09-01~611,5 06-12~321,16 2026-08M~951,47 07-16~822,16 07-27~384,32 06-02~417,19 2026-09~1030,5 06-23~603,22 06-14~912,10 07-25~575,15 07-05~795,20 06-17~475,10 06-18~890,16 05-27~852,11 08-20~360,15 06-05~445,3 05-28~1022,9 05-13~663,7 05-09~320,3 06-29~430,12 07-31~760,39 07-29~627,34 07-02~578,16 08-06~404,8 07-06~334,5 05-25~257,5 05-03~338,5 07-30~668,87 06-28~581,16 06-24~657,14 06-27~343,10 05-26~235,6 08-28~664,25 08-12~374,15 08-24~98,3 08-03~577,16
105400053_496443|06-20~2069,57 06-06~1999,18 06-17~2153,60 08-09~1252,25 2026-05M~3864,46 05-20~2236,28 07-18~1936,52 05-13~946,15 08-12~1436,37 05-11~1228,9 07-13~2847,61 2026-07M~5435,92 2026-09M~3283,33 08-13~2231,46 07-17~2110,32 08-16~1055,23 07-12~2195,36 05-26~1532,21 07-02~2397,56 05-08~2159,24 07-20~3389,147 07-05~2056,24 08-05~2120,54 08-10~1965,33 08-27~1571,27 05-21~2322,31 08-22~1222,32 08-23~1071,51 06-16~1787,37 2026-08~46509,1284 05-15~1593,20 07-22~1767,69 06-02~2127,35 06-15~3270,66 08-29~969,24 08-14~2008,46 05-02~1739,22 05-22~1977,44 05-16~1420,31 05-25~2178,66 06-23~2152,62 07-29~1764,136 08-31~1091,43 06-05~1916,15 05-27~2862,37 08-06~1966,85 05-06~911,6 08-08~1062,39 08-11~1810,45 08-28~1260,38 08-03~1511,110 07-03~2810,22 2026-07~69398,1902 05-14~1487,21 07-21~1156,64 08-21~1322,12 07-25~1565,36 07-14~2663,67 06-14~2608,65 08-15~1396,36 06-04~1783,19 08-18~2193,62 05-05~1219,8 05-12~1106,21 07-10~2883,30 06-08~2389,46 08-17~1843,30 07-07~1704,41 05-07~965,7 05-10~865,11 05-19~2021,37 08-07~1467,23 06-30~2287,30 07-28~1795,98 2026-09~3283,33 08-04~1784,75 06-18~2899,40 06-12~2501,41 08-01~2728,121 08-02~790,27 06-01~2230,45 07-19~2726,183 07-01~3038,36 06-19~2632,27 07-30~2051,138 06-28~1782,28 07-26~1194,44 06-27~1561,57 05-28~2018,21 08-30~947,12 05-30~2507,30 08-25~1142,9 07-04~2183,34 06-22~1891,28 05-04~1346,18 06-24~2614,58 2026-06M~4357,80 07-15~2539,84 06-21~2563,24 07-23~1555,37 06-25~1726,34 07-16~2199,59 08-26~1444,16 07-27~1705,58 05-09~1161,6 05-01~2125,24 08-19~1340,37 09-01~1735,22 06-26~2499,33 2026-06~69853,1207 05-17~1690,28 06-10~3919,86 07-08~1840,12 09-02~1548,11 06-13~1926,32 05-18~1695,13 2026-05~51658,768 05-24~2346,76 07-24~2592,73 05-29~2052,24 08-24~1455,34 2026-08M~3518,148 06-07~1479,12 06-29~3162,33 07-31~1730,77 05-31~1634,34 05-03~792,2 08-20~1058,32 05-23~1526,33 06-09~2642,42 07-11~2854,52 all~240701,5194 07-06~3128,32 06-03~1842,25 07-09~3027,12 06-11~3445,52
105400053_496526|08-10~173,4 06-08~356,8 07-10~603,10 08-27~363,13 07-21~212,2 06-07~538,7 08-30~349,7 05-19~188,3 06-22~439,4 07-12~341,7 05-26~265,2 06-23~494,4 07-06~392,1 06-26~467,1 05-12~184,1 08-03~388,11 05-03~406,4 08-08~361,9 05-28~1537,32 05-02~960,231 06-20~762,8 05-21~422,3 05-10~309,11 06-17~366,3 06-12~741,7 06-13~682,17 08-26~196,11 05-08~774,8 06-06~362,18 08-25~133,4 06-19~1304,7 07-01~927,6 06-24~285,4 07-02~848,10 07-16~868,5 2026-09M~700,20 08-02~373,28 08-13~273,18 05-14~123,3 07-04~860,13 08-01~474,24 07-19~702,33 06-01~1447,23 07-05~460,2 07-20~295,12 07-22~193,11 06-21~470,4 06-18~690,8 08-05~214,22 05-17~99,0 2026-05~12998,440 05-20~185,0 08-09~364,15 06-11~1057,23 07-09~588,6 08-24~132,4 05-01~551,10 06-25~273,6 06-28~588,8 07-30~238,23 all~57629,1537 05-25~246,1 06-27~350,0 07-27~327,11 2026-07M~1775,16 07-25~358,14 2026-08~8919,354 2026-06~19293,304 2026-05M~1511,241 07-24~364,14 05-09~340,8 08-28~277,7 09-02~232,2 05-22~498,31 08-22~243,2 08-04~320,21 07-29~295,41 2026-09~700,20 08-31~257,1 2026-06M~1968,34 08-29~407,14 08-18~224,2 05-23~408,10 07-17~618,19 08-17~318,31 06-04~637,9 07-18~270,8 06-15~495,2 08-12~138,5 08-14~394,25 05-29~394,4 08-07~371,8 08-11~254,12 08-15~600,13 06-02~521,11 05-11~155,2 06-16~685,13 2026-07~15719,419 07-11~447,12 06-09~679,11 05-07~156,2 07-31~143,19 06-29~482,12 08-16~295,4 05-18~105,1 08-20~169,9 07-28~268,25 06-30~1356,15 07-15~537,9 05-15~110,2 07-07~809,8 07-03~993,4 07-14~255,8 05-16~296,6 07-23~337,8 08-23~306,8 07-26~249,29 05-31~1285,40 06-05~572,3 2026-08M~847,52 07-13~1540,41 05-24~211,5 05-06~26,0 05-04~300,2 05-13~268,4 05-27~1444,6 06-14~594,14 09-01~468,18 08-19~194,6 06-03~571,12 07-08~382,8 06-10~1030,42 05-05~48,0 05-30~705,8 08-06~194,16 08-21~165,0
105400053_496727|2026-08~100,0 06-04~17,2 07-07~8,0 08-24~60,0 07-25~9,0 06-28~12,1 2026-07M~6,0 all~810,31 07-05~36,1 06-20~92,2 08-27~27,0 07-19~47,1 07-28~6,2 07-09~1,0 05-22~2,0 07-22~8,3 08-07~2,0 08-26~1,0 07-02~6,0 06-05~5,0 07-08~73,1 06-29~39,8 06-21~2,1 07-15~18,3 2026-07~284,12 08-19~4,0 07-04~3,0 2026-06~365,19 05-29~34,0 06-19~188,5 05-28~25,0 06-16~4,0 2026-05~61,0 07-17~8,0 07-21~3,0 07-14~39,1 08-03~6,0 06-08~6,0 07-11~19,0
105400053_496850|08-29~217,14 07-29~295,19 07-18~269,6 07-26~206,10 05-23~385,3 08-22~101,2 05-25~309,10 05-26~155,0 05-15~390,4 08-09~125,13 05-04~475,9 2026-09M~762,7 05-20~416,1 07-03~341,7 05-05~168,0 2026-09~762,7 08-24~230,4 08-02~205,9 05-13~219,4 07-02~650,11 06-27~488,32 2026-06M~1206,28 08-06~300,12 07-07~366,5 08-03~168,4 08-26~173,0 06-12~1702,64 08-13~314,8 06-15~1643,25 08-31~323,9 08-14~138,5 07-14~1200,34 05-11~129,0 07-01~769,7 2026-07~12457,284 06-19~1726,22 05-18~207,2 05-29~663,2 08-25~213,1 05-01~775,6 05-31~217,2 07-27~202,4 06-20~1092,33 07-05~418,5 06-23~611,13 06-17~1142,19 06-25~601,10 05-24~491,2 07-20~337,7 06-16~760,18 2026-06~31068,751 07-17~722,3 06-24~820,12 06-01~580,4 07-19~228,14 06-03~929,23 06-18~828,13 06-21~546,14 05-17~286,12 07-12~510,19 08-12~348,28 05-19~526,5 08-30~241,3 07-30~269,16 06-28~634,15 08-05~269,11 07-04~379,8 07-09~427,4 06-11~1720,58 06-14~639,17 08-01~395,16 07-06~384,7 06-06~1051,26 05-16~189,0 08-16~201,5 06-04~702,21 08-27~308,7 07-16~388,4 06-05~983,13 05-02~457,1 05-30~957,5 07-15~389,9 08-11~206,18 08-23~153,5 07-10~652,5 06-08~629,12 07-13~929,12 08-08~93,3 08-10~473,49 08-21~404,13 05-07~284,1 2026-08M~600,25 05-14~232,3 07-25~74,11 07-21~242,6 2026-07M~1419,18 08-15~199,2 2026-08~8605,391 05-10~68,1 08-04~304,16 08-28~554,48 08-07~452,17 07-23~145,0 05-28~324,0 06-30~728,8 07-28~235,7 05-27~335,3 06-10~4096,110 07-08~442,13 05-21~357,10 08-19~167,2 09-01~424,6 06-09~1350,36 07-11~481,10 2026-05~11535,118 06-26~728,12 06-22~678,8 06-13~1220,60 05-12~232,10 06-02~626,24 09-02~338,1 06-07~909,15 05-08~377,1 07-24~135,0 05-03~548,11 all~64427,1551 08-20~470,10 07-22~210,6 06-29~907,14 07-31~163,15 05-22~555,3 08-17~259,5 05-09~596,6 2026-05M~1232,7 05-06~213,1 08-18~602,52
105400053_497199|05-21~330,4 2026-07~11376,323 07-03~759,5 08-05~119,2 07-12~349,3 05-14~374,1 08-17~367,26 07-16~193,4 05-05~454,2 09-02~442,5 05-29~703,8 2026-08~10482,435 06-15~928,27 08-12~150,8 06-25~308,16 06-20~488,6 08-28~640,7 08-27~460,19 06-12~534,2 06-27~626,11 05-20~460,3 06-06~487,4 05-01~93,0 08-31~397,24 06-05~527,4 06-11~650,11 07-09~345,4 08-15~221,8 05-11~142,4 06-14~353,7 08-08~238,19 07-21~360,5 08-24~391,27 07-31~307,21 06-29~551,23 06-18~286,6 05-22~416,5 07-07~342,3 06-08~446,26 07-10~485,19 08-21~609,5 05-02~121,0 05-15~379,2 06-13~708,4 05-12~32,0 07-05~554,14 2026-07M~1108,22 05-13~250,1 2026-09M~1334,34 08-06~324,12 08-04~342,17 07-27~429,13 05-26~67,1 2026-09~1334,34 08-14~227,3 06-28~214,1 07-30~611,33 05-31~85,2 08-10~370,18 05-08~464,4 05-25~186,7 05-16~483,5 07-19~310,13 06-01~250,1 2026-06M~768,4 05-04~266,4 08-02~395,17 07-22~156,7 06-17~446,19 08-22~534,8 08-20~212,0 07-18~59,8 06-21~678,9 08-25~316,11 05-30~283,0 07-28~239,6 06-30~445,4 05-06~581,4 06-24~522,7 06-22~574,15 08-01~455,22 08-29~271,8 2026-05M~214,0 2026-06~14840,290 07-14~294,0 06-26~312,13 07-04~245,1 05-17~448,2 06-16~499,4 07-24~434,13 07-02~608,2 05-03~108,1 07-13~187,2 07-29~325,25 06-19~896,14 07-01~500,20 05-27~69,1 all~48071,1169 09-01~892,29 08-19~194,4 07-08~308,5 06-10~592,7 08-09~441,18 2026-05~10039,87 06-03~196,2 07-26~380,14 05-10~409,7 06-23~383,5 05-09~432,4 05-23~343,2 05-18~559,3 07-23~206,7 07-17~120,3 07-15~376,9 07-25~323,21 07-20~307,34 05-24~185,5 07-11~637,6 06-09~622,24 08-23~244,22 08-18~127,3 2026-08M~850,39 08-30~408,12 08-11~182,7 06-02~518,3 06-07~248,5 07-06~628,3 06-04~553,10 08-16~326,41 05-07~901,3 08-26~516,6 05-28~115,1 08-13~106,7 08-07~242,4 05-19~301,1 08-03~658,50
105400053_497203|08-30~2,0 08-02~73,11 07-06~10,0 08-27~47,0 05-04~15,0 08-04~46,2 08-23~69,0 06-15~8,2 2026-09~5,0 2026-06M~5,0 07-12~16,0 08-24~23,0 2026-05~264,0 06-10~56,0 06-11~156,8 08-22~10,0 06-20~17,2 2026-07~94,2 06-19~68,0 06-13~12,0 08-25~18,0 2026-08~1095,20 09-01~5,0 08-19~104,2 06-18~22,0 08-07~9,0 08-08~3,0 06-02~5,0 06-28~12,0 07-30~11,0 2026-06~504,19 08-29~59,2 05-03~50,0 2026-08M~73,11 2026-07M~10,0 07-11~45,0 06-09~104,4 all~1962,41 08-20~410,3 08-21~147,0 07-31~2,2 06-12~32,1 2026-05M~198,0 08-26~19,0 08-28~31,0 05-01~198,0 07-02~10,0 08-31~25,0 2026-09M~5,0 05-29~1,0 06-05~12,2
105400053_497222|2026-06~2958,125 07-12~146,0 07-17~8,4 07-19~23,0 06-01~191,1 07-11~69,4 06-09~24,0 07-08~39,5 06-10~129,9 07-02~86,0 07-24~26,0 08-28~18,1 05-30~177,3 2026-07M~137,4 09-02~46,0 08-23~152,8 06-20~104,14 07-07~64,1 08-31~11,0 06-14~217,9 06-04~47,2 05-01~32,0 2026-07~1025,22 07-26~15,0 06-19~132,19 07-01~51,4 08-27~124,0 07-06~17,0 06-17~36,3 07-03~127,0 07-18~101,0 06-21~35,2 06-07~11,0 06-06~233,15 2026-06M~602,8 08-16~10,0 06-24~9,0 07-05~5,0 06-08~148,4 07-10~36,0 06-30~45,0 06-03~130,4 07-13~58,0 08-30~5,0 2026-05M~32,0 06-11~27,0 07-09~39,0 all~4983,163 06-13~27,2 2026-05~410,3 05-31~194,0 2026-09~74,0 06-15~261,0 06-02~411,7 08-24~8,0 05-29~2,0 06-16~135,1 08-20~16,2 08-18~8,0 08-26~112,0 08-29~24,0 06-05~102,7 09-01~28,0 2026-09M~74,0 07-04~6,0 07-15~10,0 05-18~5,0 07-21~37,4 06-18~38,0 08-25~28,2 06-29~304,10 06-12~21,7 2026-08~516,13 07-14~62,0 06-22~141,9
105400053_498263|06-15~109,1 2026-08~17,0 all~333,5 06-22~125,2 2026-08M~17,0 08-02~17,0 06-19~17,0 2026-06~316,5 06-09~6,0 06-18~59,2
105400053_498391|08-28~15,0 08-31~121,4 07-13~137,2 05-15~7,0 08-04~1074,22 05-07~31,0 2026-07M~1841,20 06-06~228,0 08-15~629,17 05-02~156,3 2026-08M~1136,43 all~39507,1181 06-11~1880,152 07-09~857,19 06-16~198,3 07-07~550,7 05-24~43,0 08-26~249,38 05-28~51,2 07-29~171,16 06-26~346,11 08-25~65,1 09-02~285,3 08-30~141,0 08-11~114,1 05-21~11,0 05-25~20,0 07-20~187,11 08-29~529,13 07-31~245,11 06-29~199,5 05-05~43,0 08-01~545,22 07-23~41,2 05-18~39,0 06-05~139,0 06-22~353,8 07-12~399,6 06-17~993,23 07-17~185,13 2026-08~8774,345 05-31~29,0 08-12~65,1 05-10~103,1 08-05~160,0 08-24~129,19 08-02~591,21 07-11~292,5 06-09~154,1 07-08~486,2 06-10~1319,104 06-14~1495,27 08-23~172,3 2026-09M~812,12 07-06~370,8 08-03~713,20 05-16~225,2 05-04~73,0 06-03~432,7 06-13~1189,28 07-15~343,5 07-03~736,7 08-21~326,16 08-18~162,3 06-28~465,5 07-30~89,9 2026-07~11286,259 07-27~34,0 07-02~458,6 08-06~74,0 05-26~30,0 06-07~177,5 08-14~153,17 05-12~63,0 05-27~43,0 05-30~56,0 07-14~352,4 2026-06~16617,537 08-20~319,19 06-12~529,14 08-16~210,7 05-11~16,0 06-08~1457,36 07-10~184,1 08-10~60,1 08-22~804,14 06-04~176,1 2026-05M~289,4 07-18~312,28 08-07~139,16 06-21~211,3 08-13~37,2 06-25~373,6 06-27~248,3 07-05~495,4 06-23~482,23 05-09~63,1 06-24~494,4 2026-06M~444,5 05-23~84,0 05-19~21,0 06-19~250,2 07-01~1383,14 07-04~790,9 07-16~224,0 06-18~1075,28 07-24~197,4 07-21~407,25 09-01~527,9 08-19~310,20 08-08~237,31 05-22~4,0 07-22~79,0 05-08~169,18 07-28~69,3 06-30~198,4 05-20~111,0 07-19~337,19 06-01~30,0 07-25~549,15 05-01~133,1 07-26~328,4 06-20~511,17 05-29~86,0 2026-05~2018,28 05-06~99,0 08-17~253,10 2026-09~812,12 05-03~30,0 05-17~71,0 08-09~328,4 05-13~108,0 06-15~602,12 06-02~414,5 08-27~50,3
105400053_498621|07-11~18,0 06-02~34,0 06-13~191,3 06-19~24,0 07-01~23,0 2026-08M~25,0 09-01~12,0 06-20~29,0 06-23~29,0 07-04~8,0 05-31~15,0 06-17~35,3 06-07~41,0 07-02~14,0 08-03~11,0 07-05~8,0 2026-07M~37,0 06-14~37,0 06-18~59,0 06-03~108,3 06-22~124,2 06-04~59,1 08-16~16,0 06-25~49,0 06-05~47,0 08-29~13,0 05-29~32,1 06-27~13,0 07-20~13,0 08-01~14,0 06-08~17,0 07-10~19,0 06-12~320,24 06-26~14,0 07-08~11,0 06-10~29,2 06-16~17,0 06-24~13,0 08-02~11,0 05-30~27,0 06-28~15,0 07-19~13,0 06-01~31,0 08-27~15,0 06-15~256,3 2026-07~199,0 05-27~68,0 2026-09~12,0 05-28~58,4 2026-08~93,3 06-29~12,0 06-06~313,9 08-31~13,3 2026-05~200,5 07-16~10,0 2026-06M~65,0 all~2560,59 2026-09M~12,0 07-03~17,0 06-11~125,1 07-09~12,0 07-15~10,0 07-26~10,0 07-17~13,0 2026-06~2056,51 06-21~15,0
105400053_499045|08-01~123,2 06-07~64,0 08-06~5,2 05-18~5,0 07-30~8,1 06-15~261,9 08-29~12,0 06-11~135,3 07-09~30,1 07-25~62,2 2026-09M~11,0 08-11~9,0 09-02~11,0 07-21~8,0 07-20~35,2 08-08~32,2 06-06~139,16 06-23~86,5 08-09~1,1 07-26~25,1 2026-06~1828,87 07-16~56,4 2026-09~11,0 07-03~3,0 07-12~1,0 08-02~38,0 08-12~2,0 06-20~6,2 08-27~66,1 08-26~39,0 06-26~29,0 05-22~8,0 06-27~5,0 08-14~92,8 2026-08M~161,2 07-02~25,0 06-18~59,3 06-16~85,1 06-25~39,3 08-13~34,6 all~3715,230 06-12~37,1 06-22~70,3 06-19~170,8 08-05~43,10 2026-05~30,1 2026-07M~25,0 07-10~15,2 08-03~25,1 07-04~29,4 06-17~27,1 07-06~27,0 07-14~25,0 07-27~12,6 06-13~31,3 06-21~84,5 08-21~36,2 08-23~25,2 07-28~29,6 06-30~1,0 08-17~47,4 07-22~4,0 06-02~12,0 07-07~40,1 07-19~32,0 06-05~237,19 06-24~82,2 07-17~222,4 08-10~70,3 07-15~15,1 06-14~17,1 07-13~52,0 08-25~37,0 08-04~11,5 07-08~7,0 07-23~326,56 2026-07~1091,91 08-07~6,2 06-29~152,2 08-28~2,0 2026-06M~12,0 07-11~3,0 2026-08~755,51 05-29~17,1
105400053_499780|06-19~49,1 07-01~7,0 2026-06~100,5 06-23~17,0 08-23~14,0 07-07~23,0 08-06~10,1 08-24~39,4 2026-08~63,5 2026-07~69,9 07-26~30,1 06-25~34,4 07-17~9,8 all~232,19 2026-07M~7,0
105400053_499794|06-06~170,0 06-20~5475,181 07-29~284,11 08-11~171,3 07-15~403,13 05-06~235,1 06-26~674,19 2026-06M~254,1 07-13~685,4 2026-09~345,3 08-08~177,17 07-31~376,6 06-29~664,18 08-30~80,2 07-11~481,11 06-09~62,3 07-24~344,22 2026-07M~729,21 06-15~507,8 05-19~231,0 07-06~260,4 07-23~555,49 08-23~117,1 05-15~196,0 08-01~387,19 05-07~79,0 08-04~337,18 08-05~459,41 07-28~200,18 06-30~327,26 07-12~293,14 07-04~461,18 06-24~683,18 08-10~226,3 08-18~344,30 05-24~130,4 05-04~300,3 05-11~140,2 06-14~611,12 05-30~255,4 05-03~95,0 06-05~397,10 06-17~237,7 08-17~227,17 06-23~448,12 05-01~92,2 08-20~96,16 05-20~181,0 06-13~271,8 08-25~220,12 07-25~308,16 05-12~59,0 05-26~280,6 07-07~545,11 2026-08~8055,421 08-07~250,28 07-03~447,15 06-22~873,23 05-23~60,0 08-31~89,2 08-29~96,5 07-21~277,8 05-21~52,0 2026-08M~585,22 06-08~130,10 07-10~534,12 05-29~910,9 05-18~308,9 08-21~343,13 05-10~117,0 06-16~151,3 05-09~168,0 08-22~186,2 07-26~152,6 07-14~521,25 06-12~366,11 08-27~220,3 08-24~73,2 06-27~376,16 07-27~123,3 07-16~850,14 all~52614,1723 09-01~277,3 08-19~287,20 06-18~638,16 07-19~669,33 06-01~153,0 08-12~360,19 08-16~148,2 05-16~233,1 08-03~503,42 2026-06~24574,752 07-22~193,1 06-04~74,0 05-22~53,0 06-02~101,1 06-11~783,23 07-09~266,8 06-07~77,5 07-05~277,5 06-03~190,1 06-28~295,18 07-30~524,43 08-14~706,16 2026-09M~345,3 05-28~464,5 06-19~7257,162 07-01~232,12 05-27~112,0 2026-05~5954,76 07-18~514,30 05-13~56,2 05-31~162,5 08-26~202,4 08-09~203,1 05-14~130,15 09-02~68,0 2026-07~13686,471 08-28~214,8 05-08~168,2 08-13~636,32 05-02~219,3 07-02~497,9 08-02~198,3 06-21~1063,65 07-17~886,24 08-15~118,6 05-17~209,0 2026-05M~311,5 05-25~105,3 08-06~382,34 05-05~155,0 07-20~476,12 06-25~892,38 07-08~1053,14 06-10~629,38
105400053_500017|2026-08~212,4 07-18~69,2 08-02~20,0 07-06~3,0 07-13~3,0 07-14~12,0 07-04~91,0 07-16~88,1 all~1575,32 06-24~28,1 06-30~27,0 08-08~29,0 07-26~14,0 07-22~80,1 07-03~306,11 08-06~7,0 06-22~19,0 07-02~2,0 08-23~22,1 07-05~16,0 08-14~47,0 2026-07M~2,0 08-24~45,0 06-29~131,3 07-07~60,0 07-25~29,0 2026-07~1158,24 07-21~30,0 07-20~16,0 08-11~15,0 07-08~93,0 08-15~1,1 08-27~11,0 07-09~147,9 08-04~15,2 2026-06~205,4 2026-08M~20,0 07-24~95,0 07-19~1,0 07-10~3,0
105400053_500027|all~222,7 2026-06~222,7 06-24~136,4 06-26~86,3
105400053_500301|06-29~11,0 06-23~14,0 2026-06~148,6 07-13~22,1 2026-07~36,1 06-24~64,6 08-06~21,0 2026-08~21,0 06-22~7,0 06-25~19,0 06-17~5,0 06-14~24,0 06-28~4,0 07-14~14,0 all~205,7
