country|packed
Czechia|05-13:0,0,1,1 05-14:0,0,0,0 05-15:0,0,0,0 05-16:0,0,0,0 05-17:1,1,1,1 05-18:0,0,1,0 05-19:0,0,1,1 05-21:0,0,0,0 05-22:0,0,1,1 05-23:0,0,1,0 05-26:0,0,0,0 05-27:0,0,0,0 05-28:0,0,0,0 05-29:0,0,0,0 05-30:0,0,0,0 05-31:0,0,0,0 06-01:0,0,0,0 06-02:0,0,0,0 06-03:0,0,1,1 06-04:0,0,0,0 06-05:0,0,0,0 06-06:0,0,0,0 06-07:0,0,0,0 06-08:0,0,0,0 06-09:0,0,1,0 06-10:1,0,1,0 06-11:0,0,0,0 06-12:0,0,1,0 06-13:0,0,0,0 06-14:0,0,0,0 06-15:0,0,1,0 06-17:0,0,0,0 06-18:0,0,0,0 06-19:0,0,0,0 06-20:0,0,0,0 06-21:0,0,0,0 06-22:0,0,0,0 06-23:0,0,1,0 06-24:0,0,1,0 06-25:0,0,1,0 06-26:0,0,0,0 06-28:0,0,1,0 06-29:1,0,1,0 06-30:0,0,0,0 07-01:2,1,2,0 07-02:0,0,0,0 07-03:1,0,0,0 07-04:0,0,0,0 07-05:0,0,0,0 07-06:0,0,0,0 07-07:0,0,0,0 07-08:0,0,0,0 07-09:0,0,0,0 07-10:0,0,0,0 07-14:0,0,0,0 07-15:0,0,0,0 07-16:0,0,0,0 07-17:0,0,0,0 07-18:0,0,1,0 07-19:0,0,0,0 07-20:1,0,0,0 07-21:0,0,0,0 07-22:0,0,0,0 07-23:0,0,1,0 07-24:0,0,0,0 07-25:0,0,1,1 07-27:0,0,0,0 07-28:1,1,0,0 07-29:0,0,1,0 07-30:0,0,0,0 07-31:0,0,0,0 08-01:0,0,0,0 08-02:0,0,0,0 08-03:0,0,0,0 08-05:0,0,0,0 08-06:0,0,1,1 08-07:0,0,0,0 08-08:0,0,0,0 08-14:0,0,0,0 08-15:0,0,0,0 08-16:0,0,1,0 08-17:0,0,0,0 08-18:0,0,0,0 08-20:0,0,0,0 08-21:0,0,0,0 08-22:0,0,0,0 08-23:0,0,0,0 08-24:0,0,0,0 08-25:1,0,1,0 08-26:0,0,0,0 08-27:0,0,0,0 08-28:0,0,0,0 08-29:0,0,1,1
Denmark|05-13:0,0,0,0 05-15:1,1,0,0 05-16:0,0,0,0 05-17:1,0,0,0 05-19:0,0,0,0 05-20:1,1,0,0 05-21:1,0,1,1 05-22:0,0,0,0 05-24:0,0,0,0 05-25:0,0,0,0 05-26:0,0,0,0 05-28:0,0,0,0 05-29:0,0,0,0 05-30:0,0,0,0 05-31:0,0,2,2 06-02:1,1,1,0 06-03:0,0,0,0 06-04:0,0,1,0 06-05:0,0,0,0 06-06:0,0,1,1 06-08:0,0,1,0 06-09:0,0,0,0 06-10:0,0,0,0 06-11:0,0,0,0 06-12:2,1,0,0 06-13:0,0,0,0 06-14:3,0,0,0 06-15:5,0,1,1 06-16:1,0,0,0 06-17:0,0,0,0 06-18:0,0,0,0 06-19:2,1,1,1 06-20:1,1,0,0 06-21:1,1,2,1 06-22:1,1,0,0 06-23:0,0,0,0 06-24:2,2,1,0 06-25:0,0,0,0 06-26:1,0,0,0 06-27:0,0,0,0 06-28:0,0,0,0 06-29:0,0,0,0 06-30:1,0,0,0 07-02:2,0,1,0 07-03:2,1,0,0 07-04:1,0,0,0 07-05:1,1,0,0 07-06:0,0,0,0 07-08:0,0,0,0 07-09:0,0,0,0 07-12:0,0,0,0 07-13:0,0,0,0 07-14:1,1,0,0 07-15:1,1,0,0 07-16:3,1,0,0 07-17:1,1,0,0 07-18:0,0,0,0 07-19:0,0,0,0 07-20:1,0,0,0 07-21:3,1,1,0 07-22:3,1,0,0 07-23:0,0,0,0 07-24:0,0,1,1 07-25:2,0,1,0 07-26:1,0,0,0 07-27:1,0,0,0 07-28:3,3,0,0 07-29:3,3,1,1 07-30:0,0,0,0 07-31:4,2,1,1 08-01:2,0,0,0 08-02:1,0,0,0 08-03:4,3,0,0 08-04:2,1,1,1 08-05:3,2,0,0 08-06:1,1,0,0 08-07:2,0,0,0 08-08:2,0,1,0 08-09:3,2,1,1 08-10:2,0,0,0 08-11:2,2,0,0 08-12:0,0,1,0 08-13:2,1,1,1 08-14:0,0,0,0 08-15:0,0,0,0 08-16:2,1,0,0 08-17:1,0,0,0 08-18:1,0,1,1 08-20:0,0,0,0 08-21:1,0,0,0 08-22:1,1,0,0 08-23:0,0,0,0 08-24:0,0,0,0 08-25:0,0,0,0 08-27:0,0,0,0 08-28:0,0,0,0
Djibouti|07-15:0,0,0,0
Dominican Republic|05-30:0,0,0,0 06-04:0,0,1,0 06-26:0,0,0,0 07-04:1,0,0,0 08-09:0,0,0,0 08-11:0,0,1,0
Ecuador|05-14:0,0,0,0 05-15:0,0,0,0 05-17:0,0,0,0 05-18:0,0,0,0 05-19:1,0,0,0 05-20:0,0,0,0 05-22:0,0,1,0 05-23:0,0,0,0 05-24:0,0,2,0 05-25:0,0,0,0 05-27:0,0,2,0 05-28:0,0,4,0 05-29:0,0,0,0 05-30:0,0,1,0 05-31:0,0,1,0 06-01:0,0,0,0 06-02:0,0,0,0 06-03:0,0,0,0 06-04:0,0,2,0 06-05:0,0,2,0 06-06:0,0,1,0 06-07:0,0,2,0 06-08:0,0,1,0 06-09:0,0,1,0 06-10:0,0,0,0 06-11:0,0,0,0 06-12:0,0,0,0 06-13:0,0,0,0 06-15:0,0,0,0 06-16:0,0,1,0 06-17:1,0,2,0 06-18:0,0,0,0 06-19:0,0,0,0 06-20:0,0,2,0 06-21:0,0,1,0 06-22:0,0,0,0 06-23:0,0,1,0 06-24:0,0,2,0 06-25:0,0,0,0 06-26:1,0,1,0 06-27:0,0,0,0 06-28:0,0,0,0 06-29:0,0,0,0 06-30:0,0,1,1 07-01:0,0,1,0 07-02:0,0,0,0 07-03:1,0,1,0 07-04:0,0,0,0 07-05:0,0,1,0 07-06:0,0,1,0 07-07:1,0,1,0 07-08:0,0,0,0 07-11:0,0,1,0 07-12:0,0,0,0 07-13:0,0,0,0 07-15:0,0,0,0 07-16:0,0,0,0 07-19:0,0,0,0 07-22:0,0,0,0 07-27:0,0,0,0 07-28:0,0,1,0 07-29:0,0,0,0 07-31:0,0,0,0 08-01:0,0,0,0 08-02:0,0,0,0 08-03:0,0,0,0 08-04:0,0,0,0 08-05:0,0,0,0 08-06:0,0,0,0 08-07:0,0,0,0 08-08:0,0,0,0 08-11:0,0,0,0 08-12:0,0,0,0 08-13:0,0,0,0 08-16:0,0,0,0 08-20:0,0,0,0 08-21:0,0,0,0
Egypt|05-18:0,0,1,0 05-21:0,0,0,0 05-22:0,0,0,0 05-23:0,0,0,0 05-25:0,0,0,0 06-03:0,0,0,0 06-04:0,0,0,0 06-06:0,0,0,0 06-14:0,0,1,0 06-16:0,0,0,0 06-18:1,0,0,0 06-19:0,0,0,0 06-21:0,0,0,0 06-22:0,0,0,0 06-23:0,0,0,0 06-26:0,0,0,0 06-27:0,0,0,0 06-28:0,0,0,0 06-29:0,0,0,0 06-30:0,0,0,0 07-01:0,0,0,0 07-07:0,0,0,0 07-08:0,0,1,1 07-13:0,0,1,1 07-16:0,0,0,0 07-20:0,0,0,0 07-24:0,0,0,0 07-26:0,0,0,0 07-28:0,0,0,0 07-29:0,0,0,0 08-09:0,0,0,0 08-10:0,0,0,0 08-12:0,0,1,1 08-13:0,0,0,0 08-16:0,0,0,0 08-17:0,0,0,0 08-18:0,0,0,0 08-19:0,0,0,0 08-21:0,0,0,0 08-28:0,0,0,0
El Salvador|06-18:0,0,0,0 06-22:0,0,0,0 06-25:1,0,1,0 06-26:1,0,0,0 06-28:0,0,0,0 06-29:0,0,0,0 06-30:0,0,0,0 07-29:0,0,0,0 08-02:0,0,1,0 08-17:0,0,0,0 08-24:0,0,0,0
Estonia|05-15:0,0,0,0 05-31:0,0,0,0 06-13:0,0,0,0 06-20:0,0,0,0 06-26:0,0,1,1 06-30:0,0,0,0 07-02:1,0,0,0 07-14:0,0,0,0 07-15:0,0,0,0 07-16:0,0,0,0 07-18:0,0,0,0 07-26:0,0,0,0 07-27:0,0,0,0 07-28:0,0,1,1 07-30:1,1,0,0 08-07:0,0,0,0 08-10:0,0,0,0 08-17:0,0,0,0 08-21:0,0,0,0 08-26:0,0,0,0 08-28:0,0,0,0 08-29:1,1,0,0
Eswatini|06-30:0,0,0,0
Ethiopia|05-13:0,0,0,0 05-14:0,0,0,0 05-17:0,0,1,0 05-20:0,0,1,0 05-22:0,0,0,0 05-23:0,0,0,0 06-04:0,0,0,0 06-09:0,0,0,0 06-10:0,0,0,0 06-11:0,0,0,0 06-12:0,0,0,0 06-14:0,0,0,0 06-18:0,0,1,0 06-19:0,0,1,0 06-21:0,0,0,0 06-24:0,0,0,0 06-26:0,0,0,0 06-27:0,0,0,0 06-28:0,0,1,0 06-30:0,0,1,0 07-01:0,0,0,0 07-03:0,0,0,0 07-06:0,0,0,0 07-07:0,0,0,0 07-08:0,0,0,0 07-10:0,0,0,0 07-13:0,0,0,0 07-16:0,0,0,0 07-21:0,0,1,0 07-22:0,0,0,0 07-23:0,0,0,0 07-24:0,0,0,0 07-28:0,0,0,0 07-29:0,0,5,1 07-31:0,0,0,0 08-01:0,0,0,0 08-02:0,0,0,0 08-04:0,0,0,0 08-07:0,0,0,0 08-08:0,0,0,0 08-09:0,0,0,0 08-10:0,0,0,0 08-12:0,0,1,0 08-13:0,0,0,0 08-14:0,0,0,0 08-15:0,0,0,0 08-16:0,0,0,0 08-20:0,0,0,0 08-21:0,0,0,0 08-22:0,0,0,0 08-23:0,0,0,0 08-25:0,0,0,0 08-26:0,0,0,0 08-28:0,0,0,0 08-29:0,0,2,0
Faroe Islands|06-17:0,0,0,0 07-09:0,0,0,0
Fiji|06-25:0,0,0,0
Finland|05-14:0,0,0,0 05-15:0,0,1,1 05-16:0,0,1,1 05-17:0,0,0,0 05-18:0,0,3,3 05-19:0,0,1,1 05-20:0,0,1,1 05-21:0,0,1,1 05-22:0,0,1,1 05-23:0,0,0,0 05-25:0,0,1,1 05-26:0,0,2,2 05-27:0,0,0,0 05-28:0,0,0,0 05-30:0,0,0,0 05-31:0,0,1,1 06-01:0,0,1,1 06-02:0,0,3,3 06-04:0,0,1,0 06-05:0,0,0,0 06-06:0,0,1,1 06-08:0,0,0,0 06-09:0,0,1,1 06-10:0,0,0,0 06-11:0,0,0,0 06-12:1,1,0,0 06-13:0,0,0,0 06-14:0,0,0,0 06-15:0,0,0,0 06-16:0,0,0,0 06-19:0,0,0,0 06-20:0,0,0,0 06-21:0,0,0,0 06-22:0,0,0,0 06-23:0,0,0,0 06-24:0,0,0,0 06-25:0,0,1,1 06-26:0,0,0,0 06-27:0,0,0,0 06-28:1,0,0,0 06-29:0,0,0,0 06-30:0,0,0,0 07-01:1,0,0,0 07-02:0,0,0,0 07-03:0,0,0,0 07-04:1,0,0,0 07-05:0,0,2,2 07-06:0,0,0,0 07-07:2,1,3,3 07-08:3,2,2,1 07-09:3,2,3,1 07-10:0,0,0,0 07-11:0,0,1,1 07-13:2,1,0,0 07-14:1,0,1,1 07-15:1,1,0,0 07-16:1,0,0,0 07-17:1,1,1,0 07-18:0,0,0,0 07-19:3,2,0,0 07-20:0,0,0,0 07-21:0,0,0,0 07-22:3,3,0,0 07-23:1,0,0,0 07-24:2,1,2,1 07-25:0,0,0,0 07-26:0,0,0,0 07-27:2,2,0,0 07-28:0,0,1,1 07-29:2,1,0,0 07-30:1,0,1,1 07-31:1,1,0,0 08-01:0,0,0,0 08-02:0,0,1,0 08-03:0,0,0,0 08-04:1,0,0,0 08-05:0,0,0,0 08-06:1,1,1,0 08-07:1,0,1,0 08-08:0,0,0,0 08-10:0,0,0,0 08-11:1,0,0,0 08-12:0,0,1,1 08-13:0,0,0,0 08-14:0,0,0,0 08-15:0,0,0,0 08-16:0,0,0,0 08-17:0,0,0,0 08-18:0,0,0,0 08-19:0,0,0,0 08-20:0,0,1,1 08-21:0,0,0,0 08-22:0,0,0,0 08-23:1,1,1,1 08-24:1,0,0,0 08-25:0,0,0,0 08-26:1,1,0,0 08-27:2,1,0,0 08-28:0,0,0,0 08-29:0,0,0,0
France|05-15:0,0,0,0 05-16:1,1,2,1 05-17:0,0,0,0 05-22:0,0,0,0 05-24:0,0,0,0 05-25:0,0,0,0 05-28:0,0,0,0 05-29:0,0,0,0 06-03:0,0,0,0 06-06:0,0,0,0 06-10:0,0,1,1 06-11:0,0,1,1 06-18:0,0,0,0 06-19:0,0,0,0 06-23:0,0,0,0 06-26:0,0,0,0 06-29:0,0,0,0 07-05:0,0,0,0 07-07:0,0,0,0 07-09:0,0,0,0 07-12:0,0,0,0 07-13:0,0,1,1 07-14:0,0,0,0 07-15:0,0,0,0 07-16:0,0,0,0 07-17:0,0,1,1 07-18:0,0,1,0 07-20:0,0,1,0 07-21:0,0,0,0 07-22:0,0,0,0 07-25:0,0,0,0 07-26:0,0,0,0 07-27:0,0,0,0 08-07:0,0,0,0 08-09:0,0,1,0 08-11:0,0,1,1 08-13:0,0,0,0 08-17:0,0,1,0 08-18:0,0,0,0 08-21:0,0,0,0 08-22:0,0,1,0 08-29:0,0,0,0
French Polynesia|05-17:0,0,0,0
Gambia|06-30:0,0,0,0
Georgia|05-13:0,0,0,0 05-14:0,0,0,0 05-15:0,0,0,0 05-18:0,0,0,0 05-19:0,0,0,0 05-20:0,0,0,0 05-21:0,0,0,0 05-22:0,0,0,0 05-23:0,0,0,0 05-25:0,0,0,0 05-27:0,0,0,0 05-28:0,0,0,0 05-29:0,0,1,1 06-01:1,0,0,0 06-02:0,0,0,0 06-03:1,0,0,0 06-04:1,0,0,0 06-05:0,0,0,0 06-08:1,0,0,0 06-09:6,0,1,0 06-10:4,0,1,1 06-11:0,0,1,0 06-12:4,0,1,0 06-13:0,0,0,0 06-15:0,0,0,0 06-16:0,0,1,1 06-17:0,0,2,2 06-18:1,0,0,0 06-19:0,0,0,0 06-22:0,0,0,0 06-23:0,0,0,0 06-24:0,0,5,5 06-25:0,0,0,0 06-26:0,0,2,2 06-29:1,0,0,0 06-30:0,0,0,0 07-01:1,0,1,0 07-02:0,0,1,0 07-03:0,0,0,0 07-06:0,0,0,0 07-07:0,0,1,0 07-08:0,0,0,0 07-09:0,0,0,0 07-10:0,0,0,0 07-11:0,0,0,0 07-13:2,0,1,0 07-14:0,0,0,0 07-16:1,0,0,0 07-17:0,0,0,0 07-20:0,0,0,0 07-21:0,0,0,0 07-22:0,0,0,0 07-23:0,0,0,0 07-24:0,0,0,0 07-25:0,0,0,0 07-27:0,0,0,0 07-28:1,0,0,0 07-29:1,0,0,0 07-30:0,0,0,0 07-31:1,0,1,1 08-02:0,0,0,0 08-03:2,0,0,0 08-04:0,0,0,0 08-05:1,0,0,0 08-06:1,0,0,0 08-07:0,0,0,0 08-10:0,0,0,0 08-11:0,0,0,0 08-12:0,0,0,0 08-13:0,0,0,0 08-14:0,0,0,0 08-17:0,0,0,0 08-18:0,0,0,0 08-19:0,0,0,0 08-20:0,0,0,0 08-21:0,0,0,0 08-24:1,0,0,0 08-25:0,0,0,0 08-26:0,0,0,0 08-27:0,0,0,0 08-28:0,0,0,0
Germany|05-13:1,1,0,0 05-14:0,0,1,0 05-15:1,1,1,1 05-16:0,0,0,0 05-17:0,0,0,0 05-18:1,0,1,1 05-19:0,0,2,2 05-20:0,0,2,1 05-21:0,0,1,1 05-22:1,0,1,1 05-23:0,0,2,1 05-24:0,0,1,1 05-25:1,1,4,2 05-26:1,1,1,1 05-27:1,0,3,2 05-28:1,0,3,3 05-29:0,0,6,2 05-30:0,0,1,1 05-31:0,0,4,1 06-01:2,1,1,0 06-02:1,1,1,1 06-03:0,0,2,0 06-04:0,0,1,1 06-05:1,1,0,0 06-06:0,0,0,0 06-07:0,0,1,0 06-08:1,1,1,0 06-09:0,0,0,0 06-10:0,0,1,1 06-11:0,0,2,1 06-12:0,0,1,1 06-13:6,2,3,1 06-14:3,0,0,0 06-15:0,0,2,0 06-16:2,2,0,0 06-17:0,0,1,0 06-18:2,2,8,7 06-19:0,0,2,2 06-20:1,1,1,1 06-21:0,0,0,0 06-22:1,0,5,3 06-23:1,0,2,2 06-24:0,0,0,0 06-25:1,0,0,0 06-26:0,0,2,2 06-27:0,0,2,1 06-28:1,1,3,1 06-29:0,0,1,0 06-30:0,0,2,1 07-01:3,1,3,1 07-02:0,0,2,0 07-03:1,0,3,2 07-04:0,0,0,0 07-05:1,1,0,0 07-06:0,0,1,0 07-07:1,0,1,0 07-08:0,0,1,0 07-09:1,1,2,1 07-10:0,0,1,1 07-11:1,0,1,0 07-12:2,2,8,8 07-13:1,0,7,7 07-14:0,0,4,4 07-15:1,1,4,4 07-16:1,1,7,5 07-17:0,0,5,5 07-18:2,2,8,8 07-19:2,2,10,9 07-20:3,3,6,6 07-21:0,0,8,8 07-22:0,0,3,1 07-23:0,0,2,1 07-24:0,0,2,2 07-25:0,0,0,0 07-26:0,0,3,1 07-27:1,1,1,1 07-28:1,1,0,0 07-29:0,0,0,0 07-30:1,1,3,1 07-31:4,1,4,0 08-01:3,3,8,0 08-02:2,1,4,3 08-03:1,1,4,1 08-04:2,0,1,0 08-05:0,0,1,1 08-06:1,0,2,0 08-07:5,4,5,1 08-08:0,0,3,2 08-09:2,1,0,0 08-10:1,0,0,0 08-11:1,1,1,0 08-12:1,1,2,1 08-13:1,0,3,2 08-14:2,2,1,0 08-15:1,0,6,1 08-16:3,0,2,1 08-17:3,1,3,1 08-18:2,2,2,1 08-19:2,0,0,0 08-20:1,1,1,0 08-21:1,0,2,1 08-22:3,0,2,1 08-23:1,1,2,0 08-24:1,1,1,0 08-25:1,0,3,0 08-26:1,0,0,0 08-27:0,0,0,0 08-28:3,0,1,1 08-29:2,1,1,1
Ghana|05-31:0,0,0,0 06-09:0,0,0,0 06-14:0,0,0,0 06-18:0,0,0,0 06-19:0,0,0,0 06-26:0,0,0,0 07-02:0,0,1,0 07-31:0,0,0,0 08-01:0,0,0,0 08-07:0,0,0,0 08-27:0,0,0,0
Greece|05-13:0,0,0,0 05-16:1,1,0,0 05-19:0,0,0,0 05-25:0,0,1,1 05-26:0,0,0,0 05-31:0,0,1,0 06-02:0,0,1,1 06-09:0,0,0,0 06-11:0,0,0,0 06-13:0,0,0,0 06-14:0,0,0,0 06-15:0,0,0,0 06-19:0,0,0,0 06-20:0,0,1,0 06-30:0,0,0,0 07-02:0,0,0,0 07-09:0,0,0,0 07-15:0,0,1,0 07-16:0,0,0,0 07-17:0,0,0,0 07-22:0,0,1,1 07-26:0,0,0,0 07-27:1,0,0,0 08-03:0,0,0,0 08-16:0,0,0,0
Greenland|07-01:0,0,0,0 07-22:0,0,1,1
Guadeloupe|06-09:0,0,0,0 06-13:0,0,0,0
Guam|05-16:0,0,0,0 06-27:0,0,1,0 08-11:0,0,0,0
Guatemala|06-09:0,0,0,0 06-17:0,0,0,0 06-26:0,0,0,0 06-27:0,0,0,0 07-02:0,0,0,0 08-19:0,0,1,1
Guinea|06-28:0,0,0,0 07-01:0,0,1,0 08-01:0,0,1,0
Guyana|06-28:0,0,0,0 07-08:0,0,0,0 07-24:0,0,0,0 07-27:0,0,0,0 07-28:0,0,0,0 08-03:0,0,0,0 08-04:0,0,0,0 08-08:0,0,0,0 08-12:0,0,0,0 08-22:0,0,0,0
Haiti|06-24:0,0,0,0 07-22:0,0,0,0
Honduras|06-09:0,0,0,0 06-13:0,0,0,0 06-16:0,0,1,0 06-26:0,0,1,0 06-27:0,0,0,0 06-28:0,0,0,0 06-30:0,0,0,0 07-11:0,0,0,0 07-19:0,0,0,0 08-19:0,0,1,1
Hong Kong|05-14:0,0,1,1 05-20:0,0,0,0 05-21:0,0,0,0 05-23:0,0,0,0 05-25:0,0,0,0 05-29:0,0,0,0 06-01:0,0,0,0 06-02:0,0,0,0 06-03:0,0,0,0 06-04:0,0,1,1 06-05:0,0,0,0 06-06:0,0,0,0 06-09:0,0,0,0 06-10:0,0,0,0 06-12:0,0,0,0 06-16:0,0,0,0 06-18:0,0,1,1 06-24:1,0,0,0 06-26:0,0,0,0 06-27:0,0,0,0 06-28:0,0,0,0 06-29:0,0,1,1 06-30:0,0,0,0 07-01:0,0,0,0 07-04:0,0,0,0 07-06:0,0,0,0 07-09:0,0,0,0 07-10:0,0,0,0 07-12:0,0,0,0 07-13:0,0,0,0 07-15:0,0,0,0 07-16:0,0,0,0 07-17:0,0,0,0 07-20:0,0,0,0 07-22:0,0,0,0 07-23:0,0,0,0 07-24:0,0,0,0 07-25:0,0,0,0 07-26:0,0,0,0 07-29:0,0,0,0 07-30:0,0,0,0 08-02:0,0,0,0 08-05:0,0,0,0 08-08:0,0,0,0 08-11:0,0,0,0 08-12:0,0,0,0 08-13:0,0,1,1 08-16:0,0,1,1 08-17:0,0,0,0 08-19:0,0,1,1 08-20:0,0,0,0 08-22:0,0,1,1 08-23:0,0,0,0 08-25:0,0,0,0 08-27:0,0,0,0 08-28:0,0,0,0
Hungary|05-13:0,0,0,0 05-15:0,0,0,0 05-16:0,0,0,0 05-17:1,1,0,0 05-18:0,0,0,0 05-19:1,1,0,0 05-20:0,0,0,0 05-21:0,0,0,0 05-22:0,0,0,0 05-23:0,0,0,0 05-24:0,0,0,0 05-25:0,0,0,0 05-26:0,0,0,0 05-27:0,0,1,0 05-28:0,0,2,0 05-29:0,0,0,0 05-30:0,0,0,0 05-31:1,1,0,0 06-01:0,0,0,0 06-02:0,0,0,0 06-03:0,0,0,0 06-04:0,0,1,1 06-05:0,0,0,0 06-06:1,1,0,0 06-07:0,0,0,0 06-08:0,0,1,0 06-09:0,0,1,0 06-10:1,1,0,0 06-11:0,0,0,0 06-12:0,0,0,0 06-13:0,0,0,0 06-14:0,0,0,0 06-15:1,0,1,0 06-16:0,0,0,0 06-17:0,0,0,0 06-18:0,0,0,0 06-19:0,0,0,0 06-20:0,0,0,0 06-21:0,0,1,0 06-22:0,0,1,0 06-23:0,0,1,0 06-24:1,1,1,1 06-25:0,0,0,0 06-26:0,0,1,0 06-27:0,0,0,0 06-28:0,0,0,0 06-29:1,0,0,0 07-01:0,0,1,0 07-02:0,0,1,0 07-04:0,0,1,0 07-05:0,0,0,0 07-06:0,0,1,1 07-07:0,0,0,0 07-08:0,0,1,0 07-09:0,0,7,7 07-10:1,1,0,0 07-11:0,0,3,1 07-12:0,0,0,0 07-13:2,2,2,2 07-14:0,0,0,0 07-15:1,0,1,1 07-16:0,0,3,3 07-17:0,0,0,0 07-18:2,2,0,0 07-19:0,0,1,1 07-20:0,0,0,0 07-21:0,0,0,0 07-22:0,0,0,0 07-23:2,0,2,0 07-24:0,0,0,0 07-25:0,0,1,0 07-26:0,0,1,0 07-27:0,0,0,0 07-28:1,1,1,1 07-29:0,0,0,0 07-30:0,0,0,0 07-31:0,0,0,0 08-01:0,0,1,0 08-02:0,0,1,0 08-03:0,0,1,1 08-04:0,0,0,0 08-05:0,0,0,0 08-07:2,1,0,0 08-08:0,0,1,1 08-09:0,0,1,1 08-10:0,0,0,0 08-12:2,2,2,1 08-13:0,0,0,0 08-14:0,0,1,0 08-15:0,0,0,0 08-17:0,0,0,0 08-18:0,0,1,1 08-19:0,0,0,0 08-21:1,1,3,3 08-22:0,0,0,0 08-23:0,0,0,0 08-24:2,2,0,0 08-25:1,1,1,1 08-27:0,0,0,0 08-28:0,0,0,0 08-29:0,0,0,0
Iceland|05-19:0,0,0,0 06-06:0,0,0,0 06-09:0,0,0,0 06-10:0,0,0,0 06-26:0,0,0,0 07-03:0,0,0,0 07-27:0,0,0,0 07-30:0,0,0,0 08-11:0,0,0,0 08-22:0,0,0,0 08-24:0,0,0,0
India|05-31:0,0,0,0 06-27:0,0,0,0 07-05:0,0,0,0 07-08:0,0,0,0 07-24:0,0,0,0 07-28:0,0,0,0 07-29:0,0,0,0 08-02:0,0,0,0 08-06:0,0,0,0 08-14:0,0,0,0 08-17:0,0,0,0 08-18:0,0,0,0 08-20:0,0,0,0 08-21:0,0,0,0 08-26:0,0,0,0 08-27:0,0,0,0 08-28:0,0,0,0
Indonesia|05-13:0,0,0,0 05-14:0,0,0,0 05-15:0,0,0,0 05-16:0,0,0,0 05-17:0,0,0,0 05-18:0,0,0,0 05-19:0,0,0,0 05-20:0,0,0,0 05-21:0,0,2,1 05-22:0,0,0,0 05-23:0,0,0,0 05-24:0,0,0,0 05-25:0,0,0,0 05-26:0,0,0,0 05-27:0,0,0,0 05-28:0,0,0,0 05-29:0,0,0,0 05-31:0,0,0,0 06-01:0,0,0,0 06-02:0,0,0,0 06-03:0,0,0,0 06-04:0,0,0,0 06-05:0,0,0,0 06-06:0,0,0,0 06-07:0,0,0,0 06-08:0,0,1,0 06-09:0,0,0,0 06-10:0,0,0,0 06-11:0,0,0,0 06-12:0,0,0,0 06-13:0,0,1,0 06-14:0,0,0,0 06-15:0,0,0,0 06-16:0,0,0,0 06-17:0,0,0,0 06-18:0,0,1,1 06-19:0,0,0,0 06-20:0,0,0,0 06-21:0,0,0,0 06-26:0,0,0,0 06-30:0,0,0,0 07-09:0,0,0,0 07-14:0,0,1,1 08-04:1,0,0,0 08-16:0,0,0,0 08-20:0,0,0,0
Iran|07-09:0,0,0,0
Iraq|05-23:0,0,0,0 05-27:0,0,0,0 06-02:0,0,0,0 06-14:1,0,0,0 06-19:0,0,0,0 07-19:0,0,0,0 08-11:0,0,0,0
Ireland|05-13:0,0,0,0 05-14:0,0,1,1 05-16:0,0,0,0 05-17:0,0,1,1 05-18:0,0,0,0 05-19:1,0,0,0 05-21:0,0,1,1 05-22:0,0,0,0 05-23:1,0,0,0 05-24:0,0,0,0 05-27:0,0,0,0 05-28:0,0,0,0 05-29:0,0,0,0 06-01:0,0,0,0 06-04:0,0,0,0 06-05:0,0,0,0 06-06:0,0,0,0 06-07:0,0,1,1 06-09:0,0,0,0 06-10:0,0,1,1 06-11:1,1,0,0 06-12:2,0,0,0 06-13:1,0,2,2 06-14:1,0,3,2 06-15:0,0,1,1 06-16:0,0,0,0 06-17:0,0,1,0 06-18:0,0,0,0 06-19:0,0,2,2 06-20:0,0,0,0 06-21:0,0,0,0 06-24:0,0,0,0 06-29:0,0,0,0 07-02:1,1,0,0 07-03:0,0,0,0 07-04:1,0,1,1 07-08:0,0,0,0 07-09:0,0,0,0 07-12:0,0,0,0 07-13:0,0,0,0 07-14:1,0,0,0 07-15:1,1,0,0 07-16:0,0,0,0 07-17:0,0,0,0 07-18:0,0,0,0 07-22:0,0,0,0 07-24:0,0,0,0 07-25:0,0,1,1 07-26:0,0,0,0 07-27:0,0,1,1 07-28:0,0,0,0 07-29:0,0,0,0 07-31:0,0,1,1 08-01:1,0,0,0 08-06:1,1,0,0 08-07:1,1,0,0 08-09:0,0,0,0 08-13:0,0,0,0 08-14:1,1,0,0 08-15:2,2,2,0 08-16:0,0,0,0 08-17:1,1,0,0 08-19:0,0,0,0 08-20:0,0,1,1 08-21:0,0,1,1 08-24:0,0,0,0 08-26:1,0,0,0 08-27:0,0,0,0 08-28:0,0,0,0
Isle of Man|06-06:0,0,0,0 08-25:0,0,0,0
